family,price_change_pct,elasticity_assumption,baseline_units_sim,baseline_revenue_sim,baseline_margin_sim,new_price_sim,volume_ratio_sim,new_units_sim,new_revenue_sim,new_cogs_sim,new_margin_sim,revenue_change_vs_baseline_pct,margin_change_vs_baseline_pct,below_cost_flag
DAIRY,-20.0,-1.0,63461344.602,112503107.558,25874407.461,1.4182253245791383,1.25,79326680.7525,112503107.558,108285875.12125,4217232.436749995,0.0,-83.70114390790766,False
DAIRY,-20.0,-1.5,63461344.602,112503107.558,25874407.461,1.4182253245791383,1.3975424859373684,88689925.29600707,125782298.08982915,121067288.88708413,4715009.20274502,11.803398874989446,-81.77732491129753,False
DAIRY,-20.0,-2.0,63461344.602,112503107.558,25874407.461,1.4182253245791383,1.5624999999999998,99158350.94062498,140628884.44749996,135357343.90156248,5271540.545937479,24.99999999999998,-79.62642988488462,False
DAIRY,-15.0,-1.0,63461344.602,112503107.558,25874407.461,1.5068644073653343,1.1764705882352942,74660405.41411765,112503107.55799998,101916117.76117648,10586989.796823502,-1.1102230246251565e-14,-59.08316040558197,False
DAIRY,-15.0,-1.5,63461344.602,112503107.558,25874407.461,1.5068644073653343,1.2760615165803304,80980579.63705508,122026753.14289227,110543550.42516045,11483202.717731819,8.465228909328083,-55.619456271451895,False
DAIRY,-15.0,-2.0,63461344.602,112503107.558,25874407.461,1.5068644073653343,1.384083044982699,87835771.07543252,132356597.1270588,119901315.0131488,12455282.113910004,17.64705882352939,-51.862541653625826,False
DAIRY,-10.0,-1.0,63461344.602,112503107.558,25874407.461,1.5955034901515306,1.1111111111111112,70512605.11333333,112503107.55799998,96254111.2188889,16248996.33911109,-1.1102230246251565e-14,-37.20050840351459,False
DAIRY,-10.0,-1.5,63461344.602,112503107.558,25874407.461,1.5955034901515306,1.1712139482105108,74326811.9700562,118588687.91006124,101460741.86895163,17127946.041109607,5.409255338945962,-33.80352355150072,False
DAIRY,-10.0,-2.0,63461344.602,112503107.558,25874407.461,1.5955034901515306,1.2345679012345678,78347339.01481481,125003452.84222221,106949012.4654321,18054440.376790106,11.111111111111116,-30.22278711501618,False
DAIRY,-5.0,-1.0,63461344.602,112503107.558,25874407.461,1.6841425729377266,1.0526315789473684,66801415.370526314,112503107.55799998,91188105.36526316,21315002.19273682,-1.1102230246251565e-14,-17.621293454296428,False
DAIRY,-5.0,-1.5,63461344.602,112503107.558,25874407.461,1.6841425729377266,1.0799772127212148,68536806.05880848,115425752.89681567,93557022.0724201,21868730.824395567,2.5978352085153977,-15.481230411332557,False
DAIRY,-5.0,-2.0,63461344.602,112503107.558,25874407.461,1.6841425729377266,1.10803324099723,70317279.33739613,118424323.74526316,95987479.33185598,22436844.413407177,5.263157894736836,-13.285572057154138,False
DAIRY,-2.0,-1.0,63461344.602,112503107.558,25874407.461,1.7373260226094445,1.0204081632653061,64756474.08367347,112503107.558,88396632.75204083,24106474.805959165,0.0,-6.832746441461913,False
DAIRY,-2.0,-1.5,63461344.602,112503107.558,25874407.461,1.7373260226094445,1.0307679026042966,65413917.071852036,113645300.36974473,89294083.50432132,24351216.86542341,1.0152544552210596,-5.886861748901739,False
DAIRY,-2.0,-2.0,63461344.602,112503107.558,25874407.461,1.7373260226094445,1.0412328196584757,66078034.779258646,114799089.34489797,90200645.66534778,24598443.679550186,2.0408163265306145,-4.931373919859028,False
DAIRY,2.0,-1.0,63461344.602,112503107.558,25874407.461,1.8082372888384013,0.9803921568627451,62217004.5117647,112503107.55799998,84930098.13431372,27573009.423686266,-1.1102230246251565e-14,6.564795600620177,False
DAIRY,2.0,-1.5,63461344.602,112503107.558,25874407.461,1.8082372888384013,0.9707328852712493,61604014.14869248,111394675.52579421,84093327.99245857,27301347.53333564,-0.9852457023325711,5.514870531765581,False
DAIRY,2.0,-2.0,63461344.602,112503107.558,25874407.461,1.8082372888384013,0.9611687812379853,60997063.24682814,110297164.272549,83264802.09246445,27032362.180084556,-1.9607843137255054,4.475289804529514,False
DAIRY,5.0,-1.0,63461344.602,112503107.558,25874407.461,1.8614207385101191,0.9523809523809523,60439375.81142857,112503107.558,82503523.90190476,29999583.656095237,0.0,15.943075030077637,False
DAIRY,5.0,-1.5,63461344.602,112503107.558,25874407.461,1.8614207385101191,0.9294286409033649,58982791.26333695,109791790.87278886,80515194.99437991,29276595.878408954,-2.4099927051466907,13.148855379729984,False
DAIRY,5.0,-2.0,63461344.602,112503107.558,25874407.461,1.8614207385101191,0.9070294784580498,57561310.296598636,107145816.72190475,78574784.66848072,28571032.05342403,-4.761904761904767,10.421976219121554,False
DAIRY,10.0,-1.0,63461344.602,112503107.558,25874407.461,1.9500598212963154,0.9090909090909091,57692131.45636363,112503107.558,78753363.72454546,33749743.833454534,0.0,30.436779602875475,False
DAIRY,10.0,-1.5,63461344.602,112503107.558,25874407.461,1.9500598212963154,0.8667841720414474,55007289.03748155,107267504.23042603,75088386.088605,32179118.141821027,-4.653741075440787,24.366589613014323,False
DAIRY,10.0,-2.0,63461344.602,112503107.558,25874407.461,1.9500598212963154,0.8264462809917354,52447392.23305784,102275552.32545453,71593967.02231404,30681585.30314049,-9.090909090909104,18.578890548068628,False
DAIRY,15.0,-1.0,63461344.602,112503107.558,25874407.461,2.038698904082511,0.8695652173913044,55183777.91478261,112503107.558,75329304.43217392,37173803.125826076,0.0,43.6701620389083,False
DAIRY,15.0,-1.5,63461344.602,112503107.558,25874407.461,2.038698904082511,0.8108737462959251,51459138.24240042,104909688.73981218,70244938.58440056,34664750.155411616,-6.749519175968621,33.97311690194695,False
DAIRY,15.0,-2.0,63461344.602,112503107.558,25874407.461,2.038698904082511,0.7561436672967865,47985893.8389414,97828789.18086956,65503742.98449907,32325046.196370497,-13.043478260869568,24.930575686007206,False
DAIRY,20.0,-1.0,63461344.602,112503107.558,25874407.461,2.1273379868687075,0.8333333333333334,52884453.835,112503107.558,72190583.41416667,40312524.143833324,0.0,55.800762605271736,False
DAIRY,20.0,-1.5,63461344.602,112503107.558,25874407.461,2.1273379868687075,0.7607257743127308,48276680.51128349,102700816.33157757,65900684.95899567,36800131.3725819,-8.71290708247232,42.22598692569108,False
DAIRY,20.0,-2.0,63461344.602,112503107.558,25874407.461,2.1273379868687075,0.6944444444444445,44070378.19583334,93752589.63166668,60158819.51180557,33593770.1198611,-16.666666666666664,29.833968837726445,False
DELI,-20.0,-1.0,23882333.818,146175368.109,35719819.854,4.8965187145597415,1.25,29852917.2725,146175368.109,138069435.3175,8105932.791500002,0.0,-77.30690461309177,False
DELI,-20.0,-1.5,23882333.818,146175368.109,35719819.854,4.8965187145597415,1.3975424859373684,33376576.173993804,163429029.86388943,154366321.4924701,9062708.37141934,11.803398874989469,-74.62834804749309,False
DELI,-20.0,-2.0,23882333.818,146175368.109,35719819.854,4.8965187145597415,1.5624999999999998,37316146.590624996,182719210.13625,172586794.14687496,10132415.989375025,25.0,-71.63363076636466,False
DELI,-15.0,-1.0,23882333.818,146175368.109,35719819.854,5.202551134219725,1.1764705882352942,28096863.315294117,146175368.109,129947703.82823527,16227664.280764729,0.0,-54.56957972606485,False
DELI,-15.0,-1.5,23882333.818,146175368.109,35719819.854,5.202551134219725,1.2760615165803304,30475327.111274794,158549447.6284798,140948074.41971108,17601373.208768725,8.465228909328083,-50.72379065540646,False
DELI,-15.0,-2.0,23882333.818,146175368.109,35719819.854,5.202551134219725,1.384083044982699,33055133.31211073,171971021.3047059,152879651.56262976,19091369.74207613,17.647058823529417,-46.55244673654695,False
DELI,-10.0,-1.0,23882333.818,146175368.109,35719819.854,5.508583553879709,1.1111111111111112,26535926.464444447,146175368.10900003,122728386.94888888,23446981.160111144,2.220446049250313e-14,-34.35862427092984,False
DELI,-10.0,-1.5,23882333.818,146175368.109,35719819.854,5.508583553879709,1.1712139482105108,27971322.483461183,154082367.01266,129367078.7723239,24715288.24033609,5.409255338945962,-30.80791464974758,False
DELI,-10.0,-2.0,23882333.818,146175368.109,35719819.854,5.508583553879709,1.2345679012345678,29484362.7382716,162417075.67666665,136364874.38765427,26052201.289012372,11.111111111111093,-27.065138078810957,False
DELI,-5.0,-1.0,23882333.818,146175368.109,35719819.854,5.814615973539692,1.0526315789473684,25139298.755789474,146175368.109,116268998.16210525,29906369.94689475,0.0,-16.27513781107226,False
DELI,-5.0,-1.5,23882333.818,146175368.109,35719819.854,5.814615973539692,1.0799772127212148,25792376.31004125,149972763.28791258,119289475.13294855,30683288.15496403,2.5978352085153977,-14.100103862847357,False
DELI,-5.0,-2.0,23882333.818,146175368.109,35719819.854,5.814615973539692,1.10803324099723,26462419.74293629,153868808.53578946,122388419.11800553,31480389.41778393,5.263157894736836,-11.868566116918222,False
DELI,-2.0,-1.0,23882333.818,146175368.109,35719819.854,5.998235425335682,1.0204081632653061,24369728.385714285,146175368.10899997,112709743.11632651,33465624.992673457,-2.220446049250313e-14,-6.310767720946709,False
DELI,-2.0,-1.5,23882333.818,146175368.109,35719819.854,5.998235425335682,1.0307679026042966,24617143.13887552,147659420.0461624,113854033.80478323,33805386.24137917,1.0152544552210596,-5.359583616171138,False
DELI,-2.0,-2.0,23882333.818,146175368.109,35719819.854,5.998235425335682,1.0412328196584757,24867069.78134111,149158538.8867347,115009941.95543523,34148596.93129946,2.0408163265306145,-4.3987425723945535,False
DELI,2.0,-1.0,23882333.818,146175368.109,35719819.854,6.2430613610636705,0.9803921568627451,23414052.762745097,146175368.109,108289753.19019605,37885614.918803945,0.0,6.063286639340126,False
DELI,2.0,-1.5,23882333.818,146175368.109,35719819.854,6.2430613610636705,0.9707328852712493,23183366.814158272,144735181.57683727,107222833.0508231,37512348.526014164,-0.98524570233256,5.018302665973362,False
DELI,2.0,-2.0,23882333.818,146175368.109,35719819.854,6.2430613610636705,0.9611687812379853,22954953.688965783,143309184.42058825,106166424.69627064,37142759.72431761,-1.9607843137254721,3.9836143522942846,False
DELI,5.0,-1.0,23882333.818,146175368.109,35719819.854,6.426680812859661,0.9523809523809523,22745079.826666664,146175368.109,105195760.24190474,40979607.86709526,0.0,14.725124691540836,False
DELI,5.0,-1.5,23882333.818,146175368.109,35719819.854,6.426680812859661,0.9294286409033649,22196925.062064208,142652552.4008518,102660550.09395124,39992002.306900546,-2.4099927051466796,11.96025755550425,False
DELI,5.0,-2.0,23882333.818,146175368.109,35719819.854,6.426680812859661,0.9070294784580498,21661980.787301585,139214636.2942857,100186438.32562356,39028197.96866216,-4.761904761904756,9.262023515753182,False
DELI,10.0,-1.0,23882333.818,146175368.109,35719819.854,6.732713232519645,0.9090909090909091,21711212.561818182,146175368.10900003,100414134.77636363,45761233.3326364,2.220446049250313e-14,28.111601681305597,False
DELI,10.0,-1.5,23882333.818,146175368.109,35719819.854,6.732713232519645,0.8667841720414474,20700828.94485259,139372744.9611347,95741120.94072752,43631624.020407185,-4.6537410754407755,22.149619451457546,False
DELI,10.0,-2.0,23882333.818,146175368.109,35719819.854,6.732713232519645,0.8264462809917354,19737465.965289254,132886698.28090908,91285577.06942146,41601121.21148762,-9.090909090909093,16.4650924375505,False
DELI,15.0,-1.0,23882333.818,146175368.109,35719819.854,7.038745652179627,0.8695652173913044,20767246.79826087,146175368.109,96048302.82956521,50127065.279434785,0.0,40.33403719369939,False
DELI,15.0,-1.5,23882333.818,146175368.109,35719819.854,7.038745652179627,0.8108737462959251,19365557.493291523,136309233.60794032,89565504.2118913,46743729.39604902,-6.749519175968621,30.862164442899708,False
DELI,15.0,-2.0,23882333.818,146175368.109,35719819.854,7.038745652179627,0.7561436672967865,18058475.476748586,127109015.74695653,83520263.33005671,43588752.416899815,-13.043478260869556,22.029597559738612,False
DELI,20.0,-1.0,23882333.818,146175368.109,35719819.854,7.344778071839611,0.8333333333333334,19901944.848333333,146175368.109,92046290.21166664,54129077.897333354,0.0,51.53793641339384,False
DELI,20.0,-1.5,23882333.818,146175368.109,35719819.854,7.344778071839611,0.7607257743127308,18167906.886093166,133439244.10820097,84026382.47266133,49412861.635539636,-8.71290708247231,38.334576818998855,False
DELI,20.0,-2.0,23882333.818,146175368.109,35719819.854,7.344778071839611,0.6944444444444445,16584954.04027778,121812806.7575,76705241.84305555,45107564.91444445,-16.666666666666675,26.281613677828155,False
EGGS,-20.0,-1.0,15427769.5,37029779.002,7881812.036,1.9201624189160977,1.25,19284711.875,37029779.002,36434958.707499996,594820.2945000008,0.0,-92.45325450818704,False
EGGS,-20.0,-1.5,15427769.5,37029779.002,7881812.036,1.9201624189160977,1.3975424859373684,21560963.33949871,41400551.520133145,40735522.213683926,665029.3064492196,11.803398874989446,-91.56248203570811,False
EGGS,-20.0,-2.0,15427769.5,37029779.002,7881812.036,1.9201624189160977,1.5624999999999998,24105889.843749996,46287223.75249998,45543698.38437499,743525.3681249917,24.999999999999957,-90.56656813523392,False
EGGS,-15.0,-1.0,15427769.5,37029779.002,7881812.036,2.040172570098354,1.1764705882352942,18150317.05882353,37029779.002,34291725.84235294,2738053.159647055,0.0,-65.26112082930857,False
EGGS,-15.0,-1.5,15427769.5,37029779.002,7881812.036,2.040172570098354,1.2760615165803304,19686782.945621766,40164434.559137605,37194598.93186733,2969835.627270274,8.465228909328104,-62.320395186974565,False
EGGS,-15.0,-2.0,15427769.5,37029779.002,7881812.036,2.040172570098354,1.384083044982699,21353314.186851215,43564445.884705886,40343206.8733564,3221239.0113494843,17.647058823529438,-59.130730387421735,False
EGGS,-10.0,-1.0,15427769.5,37029779.002,7881812.036,2.16018272128061,1.1111111111111112,17141966.111111112,37029779.002,32386629.962222222,4643149.039777774,0.0,-41.090335336972075,False
EGGS,-10.0,-1.5,15427769.5,37029779.002,7881812.036,2.16018272128061,1.1712139482105108,18069218.8281767,39032814.29966558,34138505.4725584,4894308.827107176,5.409255338945984,-37.90376115603201,False
EGGS,-10.0,-2.0,15427769.5,37029779.002,7881812.036,2.16018272128061,1.2345679012345678,19046629.01234568,41144198.89111111,35985144.402469136,5159054.488641977,11.111111111111116,-34.54481704108,False
EGGS,-5.0,-1.0,15427769.5,37029779.002,7881812.036,2.280192872462866,1.0526315789473684,16239757.368421052,37029779.00199999,30682070.49052631,6347708.511473678,-2.220446049250313e-14,-19.463843054355255,False
EGGS,-5.0,-1.5,15427769.5,37029779.002,7881812.036,2.280192872462866,1.0799772127212148,16661639.50311537,37991751.638549395,31479140.120430723,6512611.518118672,2.5978352085153977,-17.371646413636043,False
EGGS,-5.0,-2.0,15427769.5,37029779.002,7881812.036,2.280192872462866,1.10803324099723,17094481.440443214,38978714.73894736,32296916.305817172,6681798.43313019,5.263157894736836,-15.22509795195287,False
EGGS,-2.0,-1.0,15427769.5,37029779.002,7881812.036,2.3521989631722198,1.0204081632653061,15742621.938775511,37029779.002,29742823.434693877,7286955.56730612,0.0,-7.54720444964796,False
EGGS,-2.0,-1.5,15427769.5,37029779.002,7881812.036,2.3521989631722198,1.0307679026042966,15902449.609377539,37405725.48307632,30044788.774723142,7360936.708353177,1.0152544552210818,-6.608573323846567,False
EGGS,-2.0,-2.0,15427769.5,37029779.002,7881812.036,2.3521989631722198,1.0412328196584757,16063899.937526032,37785488.77755102,30349819.831320286,7435668.946230732,2.0408163265306145,-5.660412703722439,False
EGGS,2.0,-1.0,15427769.5,37029779.002,7881812.036,2.4482070841180246,0.9803921568627451,15125264.215686275,37029779.002,28576438.201960783,8453340.800039213,0.0,7.251235647700915,False
EGGS,2.0,-1.5,15427769.5,37029779.002,7881812.036,2.4482070841180246,0.9707328852712493,14976243.20003478,36664944.695799544,28294890.072696242,8370054.623103302,-0.9852457023325711,6.1945474577833615,False
EGGS,2.0,-2.0,15427769.5,37029779.002,7881812.036,2.4482070841180246,0.9611687812379853,14828690.407535562,36303704.90392156,28016115.884275276,8287589.019646283,-1.9607843137255054,5.148270242843966,False
EGGS,5.0,-1.0,15427769.5,37029779.002,7881812.036,2.5202131748273784,0.9523809523809523,14693113.809523808,37029779.00199999,27759968.539047614,9269810.462952375,-2.220446049250313e-14,17.610143715845084,False
EGGS,5.0,-1.5,15427769.5,37029779.002,7881812.036,2.5202131748273784,0.9294286409033649,14339010.838555384,36137364.02931985,27090955.322305553,9046408.7070143,-2.409992705146702,14.775747831780684,False
EGGS,5.0,-2.0,15427769.5,37029779.002,7881812.036,2.5202131748273784,0.9070294784580498,13993441.723356009,35266456.19238095,26438065.275283445,8828390.917097505,-4.761904761904756,12.009660681757284,False
EGGS,10.0,-1.0,15427769.5,37029779.002,7881812.036,2.6402233260096346,0.9090909090909091,14025245.0,37029779.002,26498151.787272725,10531627.214727271,0.0,33.61936527570437,False
EGGS,10.0,-1.5,15427769.5,37029779.002,7881812.036,2.6402233260096346,0.8667841720414474,13372546.412503796,35306508.96643898,25264996.41331577,10041512.55312321,-4.6537410754407755,27.401065989125662,False
EGGS,10.0,-2.0,15427769.5,37029779.002,7881812.036,2.6402233260096346,0.8264462809917354,12750222.727272727,33663435.45636363,24089228.897520658,9574206.558842976,-9.090909090909093,21.472150250640354,False
EGGS,15.0,-1.0,15427769.5,37029779.002,7881812.036,2.7602334771918904,0.8695652173913044,13415451.739130436,37029779.002,25346058.231304348,11683720.77069565,0.0,48.23648061296713,False
EGGS,15.0,-1.5,15427769.5,37029779.002,7881812.036,2.7602334771918904,0.8108737462959251,12509973.25145501,34530446.9674412,23635321.170630287,10895125.796810914,-6.749519175968633,38.231230928213854,False
EGGS,15.0,-2.0,15427769.5,37029779.002,7881812.036,2.7602334771918904,0.7561436672967865,11665610.207939511,32199807.82782609,22040050.63591683,10159757.191909261,-13.043478260869545,28.901287489536642,False
EGGS,20.0,-1.0,15427769.5,37029779.002,7881812.036,2.8802436283741466,0.8333333333333334,12856474.583333334,37029779.002,24289972.471666668,12739806.530333329,0.0,61.63550300545797,False
EGGS,20.0,-1.5,15427769.5,37029779.002,7881812.036,2.8802436283741466,0.7607257743127308,11736301.898805832,33803408.764710896,22173609.73985225,11629799.024858646,-8.71290708247231,47.55235181630568,False
EGGS,20.0,-2.0,15427769.5,37029779.002,7881812.036,2.8802436283741466,0.6944444444444445,10713728.819444446,30858149.168333333,20241643.72638889,10616505.441944443,-16.666666666666664,34.69625250454833,False
FROZEN FOODS,-20.0,-1.0,13688599.813,57809886.031,14518614.898,3.378571180149381,1.25,17110749.76625,57809886.03100001,54114088.916250005,3695797.1147500053,2.220446049250313e-14,-74.54442355063004,False
FROZEN FOODS,-20.0,-1.5,13688599.813,57809886.031,14518614.898,3.378571180149381,1.3975424859373684,19130399.811661813,64633417.46841575,60501390.67860145,4132026.789814301,11.803398874989469,-71.53980032638303,False
FROZEN FOODS,-20.0,-2.0,13688599.813,57809886.031,14518614.898,3.378571180149381,1.5624999999999998,21388437.207812496,72262357.53875,67642611.14531249,4619746.393437505,24.99999999999998,-68.18052943828758,False
FROZEN FOODS,-15.0,-1.0,13688599.813,57809886.031,14518614.898,3.5897318789087174,1.1764705882352942,16104235.074117647,57809886.03100001,50930907.21529412,6878978.815705888,2.220446049250313e-14,-52.61959309456237,False
FROZEN FOODS,-15.0,-1.5,13688599.813,57809886.031,14518614.898,3.5897318789087174,1.2760615165803304,17467495.437238008,62703625.215745844,55242325.09666627,7461300.119079575,8.465228909328104,-48.60873319184601,False
FROZEN FOODS,-15.0,-2.0,13688599.813,57809886.031,14518614.898,3.5897318789087174,1.384083044982699,18946158.910726644,68011630.6247059,59918714.37093426,8092916.253771633,17.647058823529438,-44.2583448171322,False
FROZEN FOODS,-10.0,-1.0,13688599.813,57809886.031,14518614.898,3.800892577668054,1.1111111111111112,15209555.347777778,57809886.03100002,48101412.370000005,9708473.661000013,2.220446049250313e-14,-33.13085491139106,False
FROZEN FOODS,-10.0,-1.5,13688599.813,57809886.031,14518614.898,3.800892577668054,1.1712139482105108,16032279.032457389,60936970.37757046,50703340.58673265,10233629.79083781,5.409255338945984,-29.51373211057802,False
FROZEN FOODS,-10.0,-2.0,13688599.813,57809886.031,14518614.898,3.800892577668054,1.2345679012345678,16899505.941975307,64233206.701111116,53446013.744444445,10787192.95666667,11.111111111111116,-25.700949901545687,False
FROZEN FOODS,-5.0,-1.0,13688599.813,57809886.031,14518614.898,4.01205327642739,1.0526315789473684,14409052.43473684,57809886.031,45569759.08736842,12240126.943631582,0.0,-15.69356285276421,False
FROZEN FOODS,-5.0,-1.5,13688599.813,57809886.031,14518614.898,4.01205327642739,1.0799772127212148,14783375.872099882,59311691.60431596,46753586.33337573,12558105.27094023,2.59783520851542,-13.503420545508371,False
FROZEN FOODS,-5.0,-2.0,13688599.813,57809886.031,14518614.898,4.01205327642739,1.10803324099723,15167423.615512466,60852511.61157896,47968167.46038782,12884344.151191145,5.2631578947368585,-11.256381950278072,False
FROZEN FOODS,-2.0,-1.0,13688599.813,57809886.031,14518614.898,4.138749695682992,1.0204081632653061,13967958.992857141,57809886.031,44174766.4622449,13635119.568755105,0.0,-6.0852590653575405,False
FROZEN FOODS,-2.0,-1.5,13688599.813,57809886.031,14518614.898,4.138749695682992,1.0307679026042966,14109769.318835577,58396803.47448796,44623252.74683635,13773550.727651611,1.0152544552210818,-5.131785473909256,False
FROZEN FOODS,-2.0,-2.0,13688599.813,57809886.031,14518614.898,4.138749695682992,1.0412328196584757,14253019.380466472,58989679.6234694,45076292.30841317,13913387.315056227,2.0408163265306145,-4.168631699344438,False
FROZEN FOODS,2.0,-1.0,13688599.813,57809886.031,14518614.898,4.307678254690461,0.9803921568627451,13420195.895098038,57809886.031,42442422.67941177,15367463.351588234,0.0,5.846621454951362,False
FROZEN FOODS,2.0,-1.5,13688599.813,57809886.031,14518614.898,4.307678254690461,0.9707328852712493,13287973.991796974,57240316.613356225,42024260.533997044,15216056.079359181,-0.98524570233256,4.803772166002251,False
FROZEN FOODS,2.0,-2.0,13688599.813,57809886.031,14518614.898,4.307678254690461,0.9611687812379853,13157054.799115723,56676358.85392157,41610218.31314879,15066140.54077278,-1.9607843137254943,3.7711975048543067,False
FROZEN FOODS,5.0,-1.0,13688599.813,57809886.031,14518614.898,4.4343746739460626,0.9523809523809523,13036761.726666665,57809886.030999996,41229782.03142857,16580103.999571428,-1.1102230246251565e-14,14.198937819167634,False
FROZEN FOODS,5.0,-1.5,13688599.813,57809886.031,14518614.898,4.4343746739460626,0.9294286409033649,12722576.720066644,56416671.99479929,40236147.292123266,16180524.702676028,-2.4099927051466796,11.446751748370732,False
FROZEN FOODS,5.0,-2.0,13688599.813,57809886.031,14518614.898,4.4343746739460626,0.9070294784580498,12415963.549206348,55057034.315238096,39266459.07755102,15790575.237687074,-4.761904761904767,8.760893161112016,False
FROZEN FOODS,10.0,-1.0,13688599.813,57809886.031,14518614.898,4.6455353727054,0.9090909090909091,12444181.648181817,57809886.03100001,39355701.03,18454185.00100001,2.220446049250313e-14,27.107063109320094,False
FROZEN FOODS,10.0,-1.5,13688599.813,57809886.031,14518614.898,4.6455353727054,0.8667841720414474,11865061.655317916,55119563.61910986,37524188.60563922,17595375.013470642,-4.653741075440765,21.191829503615246,False
FROZEN FOODS,10.0,-2.0,13688599.813,57809886.031,14518614.898,4.6455353727054,0.8264462809917354,11312892.407438014,52554441.84636364,35777910.02727272,16776531.819090918,-9.090909090909083,15.551875553927363,False
FROZEN FOODS,15.0,-1.0,13688599.813,57809886.031,14518614.898,4.856696071464735,0.8695652173913044,11903130.272173913,57809886.031,37644583.59391305,20165302.437086955,0.0,38.892742722067865,False
FROZEN FOODS,15.0,-1.5,13688599.813,57809886.031,14518614.898,4.856696071464735,0.8108737462959251,11099726.21191301,53907996.68773206,35103755.205528356,18804241.482203707,-6.749519175968599,29.518150418013157,False
FROZEN FOODS,15.0,-2.0,13688599.813,57809886.031,14518614.898,4.856696071464735,0.7561436672967865,10350548.062759925,50269466.11391305,32734420.51644613,17535045.597466923,-13.043478260869556,20.776298019189475,False
FROZEN FOODS,20.0,-1.0,13688599.813,57809886.031,14518614.898,5.067856770224071,0.8333333333333334,11407166.510833332,57809886.030999996,36076059.2775,21733826.753499992,-1.1102230246251565e-14,49.696282367086674,False
FROZEN FOODS,20.0,-1.5,13688599.813,57809886.031,14518614.898,5.067856770224071,0.7607257743127308,10413270.692001527,52772964.376635835,32932785.7536338,19840178.623002034,-8.71290708247231,36.65338437852705,False
FROZEN FOODS,20.0,-2.0,13688599.813,57809886.031,14518614.898,5.067856770224071,0.6944444444444445,9505972.092361111,48174905.02583334,30063382.731250003,18111522.294583336,-16.666666666666664,24.746901972572278,False
GROCERY I,-20.0,-1.0,338012801.538,506331312.506,91375086.409,1.1983719201216758,1.25,422516001.9225,506331312.50600004,518695282.62125003,-12363970.115249991,2.220446049250313e-14,-113.53100785033261,True
GROCERY I,-20.0,-1.5,338012801.538,506331312.506,91375086.409,1.1983719201216758,1.3975424859373684,472387250.94007087,566095616.9500526,579918955.7747902,-13823338.824737549,11.803398874989469,-115.12812667871361,True
GROCERY I,-20.0,-2.0,338012801.538,506331312.506,91375086.409,1.1983719201216758,1.5624999999999998,528145002.4031249,632914140.6324999,648369103.2765625,-15454962.64406252,25.0,-116.91375981291579,True
GROCERY I,-15.0,-1.0,338012801.538,506331312.506,91375086.409,1.2732701651292804,1.1764705882352942,397662119.4564706,506331312.5059999,488183795.4082354,18147517.09776455,-1.1102230246251565e-14,-80.13953495317612,False
GROCERY I,-15.0,-1.5,338012801.538,506331312.506,91375086.409,1.2732701651292804,1.2760615165803304,431325128.1541465,549193417.1492381,529509671.1877883,19683745.961449802,8.46522890932806,-78.45830112450537,False
GROCERY I,-15.0,-2.0,338012801.538,506331312.506,91375086.409,1.2732701651292804,1.384083044982699,467837787.5958478,595683897.0658823,574333876.9508651,21350020.115017176,17.647058823529417,-76.63474700373656,False
GROCERY I,-10.0,-1.0,338012801.538,506331312.506,91375086.409,1.3481684101368854,1.1111111111111112,375569779.4866667,506331312.50600004,461062473.44111115,45268839.064888895,2.220446049250313e-14,-50.45822571125893,False
GROCERY I,-10.0,-1.5,338012801.538,506331312.506,91375086.409,1.3481684101368854,1.1712139482105108,395885307.8350168,533720066.060486,486002519.9016008,47717546.15888524,5.409255338945984,-47.778384640536665,False
GROCERY I,-10.0,-2.0,338012801.538,506331312.506,91375086.409,1.3481684101368854,1.2345679012345678,417299754.98518515,562590347.2288889,512291637.15679014,50298710.07209873,11.111111111111116,-44.953584123621084,False
GROCERY I,-5.0,-1.0,338012801.538,506331312.506,91375086.409,1.42306665514449,1.0526315789473684,355802948.9873684,506331312.5059999,436796027.47052634,69535285.03547359,-1.1102230246251565e-14,-23.901264810596444,False
GROCERY I,-5.0,-1.5,338012801.538,506331312.506,91375086.409,1.42306665514449,1.0799772127212148,365046123.2690984,519484965.61401904,448143268.4615523,71341697.15246671,2.59783520851542,-21.92434507461116,False
GROCERY I,-5.0,-2.0,338012801.538,506331312.506,91375086.409,1.42306665514449,1.10803324099723,374529419.98670363,532980328.9536842,459785292.0742383,73195036.87944591,5.263157894736836,-19.89606822168043,False
GROCERY I,-2.0,-1.0,338012801.538,506331312.506,91375086.409,1.4680056021490528,1.0204081632653061,344911021.97755104,506331312.50600004,423424720.5071429,82906591.99885714,2.220446049250313e-14,-9.267837375537358,False
GROCERY I,-2.0,-1.5,338012801.538,506331312.506,91375086.409,1.4680056021490528,1.0307679026042966,348412746.4947266,511471863.7143964,427723558.846599,83748304.86779743,1.0152544552210596,-8.346675052174135,False
GROCERY I,-2.0,-2.0,338012801.538,506331312.506,91375086.409,1.4680056021490528,1.0412328196584757,351950022.4260725,516664604.59795916,432066041.33381927,84598563.26413989,2.0408163265306145,-7.416160587283072,False
GROCERY I,2.0,-1.0,338012801.538,506331312.506,91375086.409,1.5279241981551366,0.9803921568627451,331385099.5470588,506331312.506,406819829.50686276,99511482.99913722,0.0,8.904392772575086,False
