scenario,scenario_description,family,elasticity_assumption,price_change_pct,demand_units_sim,fulfilled_units_sim,net_price_sim,unit_cost_sim,revenue_sim,cogs_sim,gross_margin_sim,markdown_value_sim,procurement_spend_sim,avg_inventory_value_sim,demand_fulfillment_rate_pct_sim,simulated_oos_day_rate_pct
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,DELI,-1.5,0.0,24110322.464,23882333.818,6.1206483931996765,4.624989713976369,146175368.109,110455548.25399998,35719819.85500002,9467877.266999986,112999672.42872715,677293.841,99.05439404080796,1.313
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,EGGS,-1.5,0.0,15588296.0,15427769.5,2.400203023645122,1.8893182819460712,37029779.002,29147966.966,7881812.035999998,1757763.8270000063,29104477.549204826,171689.588,98.97021136883724,1.333
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,FROZEN FOODS,-1.5,0.0,14073887.722,13688599.813,4.223213975186726,3.16257847584137,57809886.031,43291271.133,14518614.898000002,4115727.6609999943,44984447.42486477,443677.205,97.26239176686249,1.62
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,GROCERY I,-1.5,0.0,343462734.869,338012801.538,1.4979649001520947,1.2276346464065797,506331312.506,414956226.097,91375086.40899998,61915428.23100002,419078099.0324135,2367916.127,98.41323882397936,1.67
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,GROCERY II,-1.5,0.0,1962767.0,1937092.0,3.2329455451780293,2.3090467773342724,6262512.952,4472836.04,1789676.9119999995,47017.41100000065,4498391.967630386,28248.104,98.69189771378875,1.599
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,HARDWARE,-1.5,-5.0,111745.2422002641,109245.85093686338,7.739281198192489,5.5712966941062145,845484.3601362061,608641.0481693672,236843.3119668389,45049.51379728696,631115.618481384,5526.461552891426,97.76331303759544,1.339
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,HOME AND KITCHEN I,-1.5,-5.0,2010367.861685627,1940717.172099673,8.825768888640996,6.452829556440416,17128321.239168625,12523117.12881623,4605204.110352395,1825617.30894716,12762816.081603814,95255.19109667168,96.53542563461227,2.162
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,HOME AND KITCHEN II,-1.5,-5.0,1642288.9480687696,1600635.706542894,10.561330290046218,8.017479935262458,16904842.370840997,12833064.6608723,4071777.7099686973,2545712.6946568196,13459360.872087872,109670.75177155036,97.46370810234963,1.683
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,HOME APPLIANCES,-1.5,0.0,41601.0,40211.37,50.306812426435606,37.13247419821806,2022905.848,1493147.659,529758.189,1257.0289999999957,1513053.0078125,20622.705,96.65962356674119,1.031
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,HOME CARE,-1.5,-5.0,17304198.40526557,17002259.466909956,3.0969614170200455,2.568048694549,52655341.57118394,43662630.22838149,8992711.34280245,8815972.454733644,45194963.95560897,287365.8230451015,98.2551116712593,1.392
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,LADIESWEAR,-1.5,0.0,651159.0,633234.98,15.448936048984535,7.448247233594076,9782806.71,4716490.688,5066316.022000001,20417.959999998788,4942773.151874542,41833.677,97.24736661859853,1.284
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,LAWN AND GARDEN,-1.5,-5.0,592736.853384337,576631.1316114813,8.561151729205633,6.191917389462546,4936626.609509435,3570452.3311305973,1366174.2783788373,373072.14570877113,3728809.166379513,23176.313144951695,97.28282092113942,1.439
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,LINGERIE,-1.5,0.0,653114.0,638776.51,10.080867986206943,4.602242425915129,6439421.669999999,2939804.355,3499617.314999999,45001.377000001354,2898362.240524292,28192.206,97.80474924745144,1.833
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,"LIQUOR,WINE,BEER",-1.5,0.0,7746640.0,7617076.19,7.34268233438794,5.43872344212432,55929770.78,41427170.835,14502599.945,3030143.7049999954,42448556.61127567,280992.695,98.32748378651907,1.47
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,MAGAZINES,-1.5,0.0,266359.0,256552.44,3.421926908978141,2.4690562093270287,877903.698,633442.395,244461.30299999996,403.74100000004114,631567.8096294403,4738.543,96.31829222965997,2.704
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,MEATS,-1.5,0.0,31086468.4,30705830.389,5.593590007698651,4.458695830289145,171755826.042,136907957.921,34847868.12099999,8876188.407000005,136138859.32312965,840659.043,98.77555080846687,1.742
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,PERSONAL CARE,-1.5,0.0,24592051.0,24280827.358,3.92140368666757,2.6723220567532033,95214925.917,64886190.505,30328735.411999993,9403208.511000007,65420801.93581581,410360.664,98.73445430802009,1.508
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,PET SUPPLIES,-1.5,0.0,356584.0,348174.65,6.984765639887912,5.008110935129826,2431918.332,1743697.272,688221.0599999998,104407.61300000003,1811977.2435426712,11538.042,97.64169171920221,1.726
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,PLAYERS AND ELECTRONICS,-1.5,0.0,562608.0,545240.47,34.081590333894326,25.560044855071013,18582662.332,13936370.87,4646291.461999999,63027.45300000146,14161872.54020691,113409.485,96.91303180900378,1.764
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,POULTRY,-1.5,0.0,31876004.473,31481758.61,4.228996136121507,3.3975550559943763,133136235.52,106961008.137,26175227.383,6206964.196000008,109175699.08137321,624357.178,98.76318920919358,1.54
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,PREPARED FOODS,-1.5,0.0,8799895.117,8727482.572,5.221877793627749,3.7421386460031307,45573847.437,32659449.815000005,12914397.621999994,1130882.8390000018,32529145.955905914,223598.749,99.17712036294489,1.367
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,PRODUCE,-1.5,-5.0,132518263.34962192,130468849.71099351,1.3094736670547944,1.1023488008005158,170845523.06747553,143822180.02073643,27023343.0467391,23518680.266019665,144745100.62186846,755305.6320592947,98.45348589181141,1.689
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,SCHOOL AND OFFICE SUPPLIES,-1.5,-5.0,290855.1430212267,279986.9651373608,2.5642028216798236,1.8041558454983644,717943.3660387909,505140.11981591623,212803.24622287467,166273.64665906815,520825.1952929382,6252.8196668969085,96.26337091000906,1.286
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,SEAFOOD,-1.5,0.0,2015431.883,1998282.598,8.60234864488371,6.666630840569428,17189923.599,13321812.396,3868111.2029999997,897153.9310000004,13593391.810774803,105528.406,99.14910123509244,0.985
