date,year,month,month_name,day,day_of_week,day_name,week_of_year,quarter,is_weekend,is_month_start,is_month_end,is_payday
2014-02-01,2014,2,February,1,5,Saturday,5,1,True,True,False,False
2014-02-02,2014,2,February,2,6,Sunday,5,1,True,False,False,False
2014-02-03,2014,2,February,3,0,Monday,6,1,False,False,False,False
2014-02-04,2014,2,February,4,1,Tuesday,6,1,False,False,False,False
2014-02-05,2014,2,February,5,2,Wednesday,6,1,False,False,False,False
2014-02-06,2014,2,February,6,3,Thursday,6,1,False,False,False,False
2014-02-07,2014,2,February,7,4,Friday,6,1,False,False,False,False
2014-02-08,2014,2,February,8,5,Saturday,6,1,True,False,False,False
2014-02-09,2014,2,February,9,6,Sunday,6,1,True,False,False,False
2014-02-10,2014,2,February,10,0,Monday,7,1,False,False,False,False
2014-02-11,2014,2,February,11,1,Tuesday,7,1,False,False,False,False
2014-02-12,2014,2,February,12,2,Wednesday,7,1,False,False,False,False
2014-02-13,2014,2,February,13,3,Thursday,7,1,False,False,False,False
2014-02-14,2014,2,February,14,4,Friday,7,1,False,False,False,False
2014-02-15,2014,2,February,15,5,Saturday,7,1,True,False,False,True
2014-02-16,2014,2,February,16,6,Sunday,7,1,True,False,False,False
2014-02-17,2014,2,February,17,0,Monday,8,1,False,False,False,False
2014-02-18,2014,2,February,18,1,Tuesday,8,1,False,False,False,False
2014-02-19,2014,2,February,19,2,Wednesday,8,1,False,False,False,False
2014-02-20,2014,2,February,20,3,Thursday,8,1,False,False,False,False
2014-02-21,2014,2,February,21,4,Friday,8,1,False,False,False,False
2014-02-22,2014,2,February,22,5,Saturday,8,1,True,False,False,False
2014-02-23,2014,2,February,23,6,Sunday,8,1,True,False,False,False
2014-02-24,2014,2,February,24,0,Monday,9,1,False,False,False,False
2014-02-25,2014,2,February,25,1,Tuesday,9,1,False,False,False,False
2014-02-26,2014,2,February,26,2,Wednesday,9,1,False,False,False,False
2014-02-27,2014,2,February,27,3,Thursday,9,1,False,False,False,False
2014-02-28,2014,2,February,28,4,Friday,9,1,False,False,True,True
2014-03-01,2014,3,March,1,5,Saturday,9,1,True,True,False,False
2014-03-02,2014,3,March,2,6,Sunday,9,1,True,False,False,False
2014-03-03,2014,3,March,3,0,Monday,10,1,False,False,False,False
2014-03-04,2014,3,March,4,1,Tuesday,10,1,False,False,False,False
2014-03-05,2014,3,March,5,2,Wednesday,10,1,False,False,False,False
2014-03-06,2014,3,March,6,3,Thursday,10,1,False,False,False,False
2014-03-07,2014,3,March,7,4,Friday,10,1,False,False,False,False
2014-03-08,2014,3,March,8,5,Saturday,10,1,True,False,False,False
2014-03-09,2014,3,March,9,6,Sunday,10,1,True,False,False,False
2014-03-10,2014,3,March,10,0,Monday,11,1,False,False,False,False
2014-03-11,2014,3,March,11,1,Tuesday,11,1,False,False,False,False
2014-03-12,2014,3,March,12,2,Wednesday,11,1,False,False,False,False
2014-03-13,2014,3,March,13,3,Thursday,11,1,False,False,False,False
2014-03-14,2014,3,March,14,4,Friday,11,1,False,False,False,False
2014-03-15,2014,3,March,15,5,Saturday,11,1,True,False,False,True
2014-03-16,2014,3,March,16,6,Sunday,11,1,True,False,False,False
2014-03-17,2014,3,March,17,0,Monday,12,1,False,False,False,False
2014-03-18,2014,3,March,18,1,Tuesday,12,1,False,False,False,False
2014-03-19,2014,3,March,19,2,Wednesday,12,1,False,False,False,False
2014-03-20,2014,3,March,20,3,Thursday,12,1,False,False,False,False
2014-03-21,2014,3,March,21,4,Friday,12,1,False,False,False,False
2014-03-22,2014,3,March,22,5,Saturday,12,1,True,False,False,False
2014-03-23,2014,3,March,23,6,Sunday,12,1,True,False,False,False
2014-03-24,2014,3,March,24,0,Monday,13,1,False,False,False,False
2014-03-25,2014,3,March,25,1,Tuesday,13,1,False,False,False,False
2014-03-26,2014,3,March,26,2,Wednesday,13,1,False,False,False,False
2014-03-27,2014,3,March,27,3,Thursday,13,1,False,False,False,False
2014-03-28,2014,3,March,28,4,Friday,13,1,False,False,False,False
2014-03-29,2014,3,March,29,5,Saturday,13,1,True,False,False,False
2014-03-30,2014,3,March,30,6,Sunday,13,1,True,False,False,False
2014-03-31,2014,3,March,31,0,Monday,14,1,False,False,True,True
2014-04-01,2014,4,April,1,1,Tuesday,14,2,False,True,False,False
2014-04-02,2014,4,April,2,2,Wednesday,14,2,False,False,False,False
2014-04-03,2014,4,April,3,3,Thursday,14,2,False,False,False,False
2014-04-04,2014,4,April,4,4,Friday,14,2,False,False,False,False
2014-04-05,2014,4,April,5,5,Saturday,14,2,True,False,False,False
2014-04-06,2014,4,April,6,6,Sunday,14,2,True,False,False,False
2014-04-07,2014,4,April,7,0,Monday,15,2,False,False,False,False
2014-04-08,2014,4,April,8,1,Tuesday,15,2,False,False,False,False
2014-04-09,2014,4,April,9,2,Wednesday,15,2,False,False,False,False
2014-04-10,2014,4,April,10,3,Thursday,15,2,False,False,False,False
2014-04-11,2014,4,April,11,4,Friday,15,2,False,False,False,False
2014-04-12,2014,4,April,12,5,Saturday,15,2,True,False,False,False
2014-04-13,2014,4,April,13,6,Sunday,15,2,True,False,False,False
2014-04-14,2014,4,April,14,0,Monday,16,2,False,False,False,False
2014-04-15,2014,4,April,15,1,Tuesday,16,2,False,False,False,True
2014-04-16,2014,4,April,16,2,Wednesday,16,2,False,False,False,False
2014-04-17,2014,4,April,17,3,Thursday,16,2,False,False,False,False
2014-04-18,2014,4,April,18,4,Friday,16,2,False,False,False,False
2014-04-19,2014,4,April,19,5,Saturday,16,2,True,False,False,False
2014-04-20,2014,4,April,20,6,Sunday,16,2,True,False,False,False
2014-04-21,2014,4,April,21,0,Monday,17,2,False,False,False,False
2014-04-22,2014,4,April,22,1,Tuesday,17,2,False,False,False,False
2014-04-23,2014,4,April,23,2,Wednesday,17,2,False,False,False,False
2014-04-24,2014,4,April,24,3,Thursday,17,2,False,False,False,False
2014-04-25,2014,4,April,25,4,Friday,17,2,False,False,False,False
2014-04-26,2014,4,April,26,5,Saturday,17,2,True,False,False,False
2014-04-27,2014,4,April,27,6,Sunday,17,2,True,False,False,False
2014-04-28,2014,4,April,28,0,Monday,18,2,False,False,False,False
2014-04-29,2014,4,April,29,1,Tuesday,18,2,False,False,False,False
2014-04-30,2014,4,April,30,2,Wednesday,18,2,False,False,True,True
2014-05-01,2014,5,May,1,3,Thursday,18,2,False,True,False,False
2014-05-02,2014,5,May,2,4,Friday,18,2,False,False,False,False
2014-05-03,2014,5,May,3,5,Saturday,18,2,True,False,False,False
2014-05-04,2014,5,May,4,6,Sunday,18,2,True,False,False,False
2014-05-05,2014,5,May,5,0,Monday,19,2,False,False,False,False
2014-05-06,2014,5,May,6,1,Tuesday,19,2,False,False,False,False
2014-05-07,2014,5,May,7,2,Wednesday,19,2,False,False,False,False
2014-05-08,2014,5,May,8,3,Thursday,19,2,False,False,False,False
2014-05-09,2014,5,May,9,4,Friday,19,2,False,False,False,False
2014-05-10,2014,5,May,10,5,Saturday,19,2,True,False,False,False
2014-05-11,2014,5,May,11,6,Sunday,19,2,True,False,False,False
2014-05-12,2014,5,May,12,0,Monday,20,2,False,False,False,False
2014-05-13,2014,5,May,13,1,Tuesday,20,2,False,False,False,False
2014-05-14,2014,5,May,14,2,Wednesday,20,2,False,False,False,False
2014-05-15,2014,5,May,15,3,Thursday,20,2,False,False,False,True
2014-05-16,2014,5,May,16,4,Friday,20,2,False,False,False,False
2014-05-17,2014,5,May,17,5,Saturday,20,2,True,False,False,False
2014-05-18,2014,5,May,18,6,Sunday,20,2,True,False,False,False
2014-05-19,2014,5,May,19,0,Monday,21,2,False,False,False,False
2014-05-20,2014,5,May,20,1,Tuesday,21,2,False,False,False,False
2014-05-21,2014,5,May,21,2,Wednesday,21,2,False,False,False,False
2014-05-22,2014,5,May,22,3,Thursday,21,2,False,False,False,False
2014-05-23,2014,5,May,23,4,Friday,21,2,False,False,False,False
2014-05-24,2014,5,May,24,5,Saturday,21,2,True,False,False,False
2014-05-25,2014,5,May,25,6,Sunday,21,2,True,False,False,False
2014-05-26,2014,5,May,26,0,Monday,22,2,False,False,False,False
2014-05-27,2014,5,May,27,1,Tuesday,22,2,False,False,False,False
2014-05-28,2014,5,May,28,2,Wednesday,22,2,False,False,False,False
2014-05-29,2014,5,May,29,3,Thursday,22,2,False,False,False,False
2014-05-30,2014,5,May,30,4,Friday,22,2,False,False,False,False
2014-05-31,2014,5,May,31,5,Saturday,22,2,True,False,True,True
2014-06-01,2014,6,June,1,6,Sunday,22,2,True,True,False,False
2014-06-02,2014,6,June,2,0,Monday,23,2,False,False,False,False
2014-06-03,2014,6,June,3,1,Tuesday,23,2,False,False,False,False
2014-06-04,2014,6,June,4,2,Wednesday,23,2,False,False,False,False
2014-06-05,2014,6,June,5,3,Thursday,23,2,False,False,False,False
2014-06-06,2014,6,June,6,4,Friday,23,2,False,False,False,False
2014-06-07,2014,6,June,7,5,Saturday,23,2,True,False,False,False
2014-06-08,2014,6,June,8,6,Sunday,23,2,True,False,False,False
2014-06-09,2014,6,June,9,0,Monday,24,2,False,False,False,False
2014-06-10,2014,6,June,10,1,Tuesday,24,2,False,False,False,False
2014-06-11,2014,6,June,11,2,Wednesday,24,2,False,False,False,False
2014-06-12,2014,6,June,12,3,Thursday,24,2,False,False,False,False
2014-06-13,2014,6,June,13,4,Friday,24,2,False,False,False,False
2014-06-14,2014,6,June,14,5,Saturday,24,2,True,False,False,False
2014-06-15,2014,6,June,15,6,Sunday,24,2,True,False,False,True
2014-06-16,2014,6,June,16,0,Monday,25,2,False,False,False,False
2014-06-17,2014,6,June,17,1,Tuesday,25,2,False,False,False,False
2014-06-18,2014,6,June,18,2,Wednesday,25,2,False,False,False,False
2014-06-19,2014,6,June,19,3,Thursday,25,2,False,False,False,False
2014-06-20,2014,6,June,20,4,Friday,25,2,False,False,False,False
2014-06-21,2014,6,June,21,5,Saturday,25,2,True,False,False,False
2014-06-22,2014,6,June,22,6,Sunday,25,2,True,False,False,False
2014-06-23,2014,6,June,23,0,Monday,26,2,False,False,False,False
2014-06-24,2014,6,June,24,1,Tuesday,26,2,False,False,False,False
2014-06-25,2014,6,June,25,2,Wednesday,26,2,False,False,False,False
2014-06-26,2014,6,June,26,3,Thursday,26,2,False,False,False,False
2014-06-27,2014,6,June,27,4,Friday,26,2,False,False,False,False
2014-06-28,2014,6,June,28,5,Saturday,26,2,True,False,False,False
2014-06-29,2014,6,June,29,6,Sunday,26,2,True,False,False,False
2014-06-30,2014,6,June,30,0,Monday,27,2,False,False,True,True
2014-07-01,2014,7,July,1,1,Tuesday,27,3,False,True,False,False
2014-07-02,2014,7,July,2,2,Wednesday,27,3,False,False,False,False
2014-07-03,2014,7,July,3,3,Thursday,27,3,False,False,False,False
2014-07-04,2014,7,July,4,4,Friday,27,3,False,False,False,False
2014-07-05,2014,7,July,5,5,Saturday,27,3,True,False,False,False
2014-07-06,2014,7,July,6,6,Sunday,27,3,True,False,False,False
2014-07-07,2014,7,July,7,0,Monday,28,3,False,False,False,False
2014-07-08,2014,7,July,8,1,Tuesday,28,3,False,False,False,False
2014-07-09,2014,7,July,9,2,Wednesday,28,3,False,False,False,False
2014-07-10,2014,7,July,10,3,Thursday,28,3,False,False,False,False
2014-07-11,2014,7,July,11,4,Friday,28,3,False,False,False,False
2014-07-12,2014,7,July,12,5,Saturday,28,3,True,False,False,False
2014-07-13,2014,7,July,13,6,Sunday,28,3,True,False,False,False
2014-07-14,2014,7,July,14,0,Monday,29,3,False,False,False,False
2014-07-15,2014,7,July,15,1,Tuesday,29,3,False,False,False,True
2014-07-16,2014,7,July,16,2,Wednesday,29,3,False,False,False,False
2014-07-17,2014,7,July,17,3,Thursday,29,3,False,False,False,False
2014-07-18,2014,7,July,18,4,Friday,29,3,False,False,False,False
2014-07-19,2014,7,July,19,5,Saturday,29,3,True,False,False,False
2014-07-20,2014,7,July,20,6,Sunday,29,3,True,False,False,False
2014-07-21,2014,7,July,21,0,Monday,30,3,False,False,False,False
2014-07-22,2014,7,July,22,1,Tuesday,30,3,False,False,False,False
2014-07-23,2014,7,July,23,2,Wednesday,30,3,False,False,False,False
2014-07-24,2014,7,July,24,3,Thursday,30,3,False,False,False,False
2014-07-25,2014,7,July,25,4,Friday,30,3,False,False,False,False
2014-07-26,2014,7,July,26,5,Saturday,30,3,True,False,False,False
2014-07-27,2014,7,July,27,6,Sunday,30,3,True,False,False,False
2014-07-28,2014,7,July,28,0,Monday,31,3,False,False,False,False
2014-07-29,2014,7,July,29,1,Tuesday,31,3,False,False,False,False
2014-07-30,2014,7,July,30,2,Wednesday,31,3,False,False,False,False
2014-07-31,2014,7,July,31,3,Thursday,31,3,False,False,True,True
2014-08-01,2014,8,August,1,4,Friday,31,3,False,True,False,False
2014-08-02,2014,8,August,2,5,Saturday,31,3,True,False,False,False
2014-08-03,2014,8,August,3,6,Sunday,31,3,True,False,False,False
2014-08-04,2014,8,August,4,0,Monday,32,3,False,False,False,False
2014-08-05,2014,8,August,5,1,Tuesday,32,3,False,False,False,False
2014-08-06,2014,8,August,6,2,Wednesday,32,3,False,False,False,False
2014-08-07,2014,8,August,7,3,Thursday,32,3,False,False,False,False
2014-08-08,2014,8,August,8,4,Friday,32,3,False,False,False,False
2014-08-09,2014,8,August,9,5,Saturday,32,3,True,False,False,False
2014-08-10,2014,8,August,10,6,Sunday,32,3,True,False,False,False
2014-08-11,2014,8,August,11,0,Monday,33,3,False,False,False,False
2014-08-12,2014,8,August,12,1,Tuesday,33,3,False,False,False,False
2014-08-13,2014,8,August,13,2,Wednesday,33,3,False,False,False,False
2014-08-14,2014,8,August,14,3,Thursday,33,3,False,False,False,False
2014-08-15,2014,8,August,15,4,Friday,33,3,False,False,False,True
2014-08-16,2014,8,August,16,5,Saturday,33,3,True,False,False,False
2014-08-17,2014,8,August,17,6,Sunday,33,3,True,False,False,False
2014-08-18,2014,8,August,18,0,Monday,34,3,False,False,False,False
2014-08-19,2014,8,August,19,1,Tuesday,34,3,False,False,False,False
2014-08-20,2014,8,August,20,2,Wednesday,34,3,False,False,False,False
2014-08-21,2014,8,August,21,3,Thursday,34,3,False,False,False,False
2014-08-22,2014,8,August,22,4,Friday,34,3,False,False,False,False
2014-08-23,2014,8,August,23,5,Saturday,34,3,True,False,False,False
2014-08-24,2014,8,August,24,6,Sunday,34,3,True,False,False,False
2014-08-25,2014,8,August,25,0,Monday,35,3,False,False,False,False
2014-08-26,2014,8,August,26,1,Tuesday,35,3,False,False,False,False
2014-08-27,2014,8,August,27,2,Wednesday,35,3,False,False,False,False
2014-08-28,2014,8,August,28,3,Thursday,35,3,False,False,False,False
2014-08-29,2014,8,August,29,4,Friday,35,3,False,False,False,False
2014-08-30,2014,8,August,30,5,Saturday,35,3,True,False,False,False
2014-08-31,2014,8,August,31,6,Sunday,35,3,True,False,True,True
2014-09-01,2014,9,September,1,0,Monday,36,3,False,True,False,False
2014-09-02,2014,9,September,2,1,Tuesday,36,3,False,False,False,False
2014-09-03,2014,9,September,3,2,Wednesday,36,3,False,False,False,False
2014-09-04,2014,9,September,4,3,Thursday,36,3,False,False,False,False
2014-09-05,2014,9,September,5,4,Friday,36,3,False,False,False,False
2014-09-06,2014,9,September,6,5,Saturday,36,3,True,False,False,False
2014-09-07,2014,9,September,7,6,Sunday,36,3,True,False,False,False
2014-09-08,2014,9,September,8,0,Monday,37,3,False,False,False,False
2014-09-09,2014,9,September,9,1,Tuesday,37,3,False,False,False,False
2014-09-10,2014,9,September,10,2,Wednesday,37,3,False,False,False,False
2014-09-11,2014,9,September,11,3,Thursday,37,3,False,False,False,False
2014-09-12,2014,9,September,12,4,Friday,37,3,False,False,False,False
2014-09-13,2014,9,September,13,5,Saturday,37,3,True,False,False,False
2014-09-14,2014,9,September,14,6,Sunday,37,3,True,False,False,False
2014-09-15,2014,9,September,15,0,Monday,38,3,False,False,False,True
2014-09-16,2014,9,September,16,1,Tuesday,38,3,False,False,False,False
2014-09-17,2014,9,September,17,2,Wednesday,38,3,False,False,False,False
2014-09-18,2014,9,September,18,3,Thursday,38,3,False,False,False,False
2014-09-19,2014,9,September,19,4,Friday,38,3,False,False,False,False
2014-09-20,2014,9,September,20,5,Saturday,38,3,True,False,False,False
2014-09-21,2014,9,September,21,6,Sunday,38,3,True,False,False,False
2014-09-22,2014,9,September,22,0,Monday,39,3,False,False,False,False
2014-09-23,2014,9,September,23,1,Tuesday,39,3,False,False,False,False
2014-09-24,2014,9,September,24,2,Wednesday,39,3,False,False,False,False
2014-09-25,2014,9,September,25,3,Thursday,39,3,False,False,False,False
2014-09-26,2014,9,September,26,4,Friday,39,3,False,False,False,False
2014-09-27,2014,9,September,27,5,Saturday,39,3,True,False,False,False
2014-09-28,2014,9,September,28,6,Sunday,39,3,True,False,False,False
2014-09-29,2014,9,September,29,0,Monday,40,3,False,False,False,False
2014-09-30,2014,9,September,30,1,Tuesday,40,3,False,False,True,True
2014-10-01,2014,10,October,1,2,Wednesday,40,4,False,True,False,False
2014-10-02,2014,10,October,2,3,Thursday,40,4,False,False,False,False
2014-10-03,2014,10,October,3,4,Friday,40,4,False,False,False,False
2014-10-04,2014,10,October,4,5,Saturday,40,4,True,False,False,False
2014-10-05,2014,10,October,5,6,Sunday,40,4,True,False,False,False
2014-10-06,2014,10,October,6,0,Monday,41,4,False,False,False,False
2014-10-07,2014,10,October,7,1,Tuesday,41,4,False,False,False,False
2014-10-08,2014,10,October,8,2,Wednesday,41,4,False,False,False,False
2014-10-09,2014,10,October,9,3,Thursday,41,4,False,False,False,False
2014-10-10,2014,10,October,10,4,Friday,41,4,False,False,False,False
2014-10-11,2014,10,October,11,5,Saturday,41,4,True,False,False,False
2014-10-12,2014,10,October,12,6,Sunday,41,4,True,False,False,False
2014-10-13,2014,10,October,13,0,Monday,42,4,False,False,False,False
2014-10-14,2014,10,October,14,1,Tuesday,42,4,False,False,False,False
2014-10-15,2014,10,October,15,2,Wednesday,42,4,False,False,False,True
2014-10-16,2014,10,October,16,3,Thursday,42,4,False,False,False,False
2014-10-17,2014,10,October,17,4,Friday,42,4,False,False,False,False
2014-10-18,2014,10,October,18,5,Saturday,42,4,True,False,False,False
2014-10-19,2014,10,October,19,6,Sunday,42,4,True,False,False,False
2014-10-20,2014,10,October,20,0,Monday,43,4,False,False,False,False
2014-10-21,2014,10,October,21,1,Tuesday,43,4,False,False,False,False
2014-10-22,2014,10,October,22,2,Wednesday,43,4,False,False,False,False
2014-10-23,2014,10,October,23,3,Thursday,43,4,False,False,False,False
2014-10-24,2014,10,October,24,4,Friday,43,4,False,False,False,False
2014-10-25,2014,10,October,25,5,Saturday,43,4,True,False,False,False
2014-10-26,2014,10,October,26,6,Sunday,43,4,True,False,False,False
2014-10-27,2014,10,October,27,0,Monday,44,4,False,False,False,False
2014-10-28,2014,10,October,28,1,Tuesday,44,4,False,False,False,False
2014-10-29,2014,10,October,29,2,Wednesday,44,4,False,False,False,False
2014-10-30,2014,10,October,30,3,Thursday,44,4,False,False,False,False
2014-10-31,2014,10,October,31,4,Friday,44,4,False,False,True,True
2014-11-01,2014,11,November,1,5,Saturday,44,4,True,True,False,False
2014-11-02,2014,11,November,2,6,Sunday,44,4,True,False,False,False
2014-11-03,2014,11,November,3,0,Monday,45,4,False,False,False,False
2014-11-04,2014,11,November,4,1,Tuesday,45,4,False,False,False,False
2014-11-05,2014,11,November,5,2,Wednesday,45,4,False,False,False,False
2014-11-06,2014,11,November,6,3,Thursday,45,4,False,False,False,False
2014-11-07,2014,11,November,7,4,Friday,45,4,False,False,False,False
2014-11-08,2014,11,November,8,5,Saturday,45,4,True,False,False,False
2014-11-09,2014,11,November,9,6,Sunday,45,4,True,False,False,False
2014-11-10,2014,11,November,10,0,Monday,46,4,False,False,False,False
2014-11-11,2014,11,November,11,1,Tuesday,46,4,False,False,False,False
2014-11-12,2014,11,November,12,2,Wednesday,46,4,False,False,False,False
2014-11-13,2014,11,November,13,3,Thursday,46,4,False,False,False,False
2014-11-14,2014,11,November,14,4,Friday,46,4,False,False,False,False
2014-11-15,2014,11,November,15,5,Saturday,46,4,True,False,False,True
2014-11-16,2014,11,November,16,6,Sunday,46,4,True,False,False,False
2014-11-17,2014,11,November,17,0,Monday,47,4,False,False,False,False
2014-11-18,2014,11,November,18,1,Tuesday,47,4,False,False,False,False
2014-11-19,2014,11,November,19,2,Wednesday,47,4,False,False,False,False
2014-11-20,2014,11,November,20,3,Thursday,47,4,False,False,False,False
2014-11-21,2014,11,November,21,4,Friday,47,4,False,False,False,False
2014-11-22,2014,11,November,22,5,Saturday,47,4,True,False,False,False
2014-11-23,2014,11,November,23,6,Sunday,47,4,True,False,False,False
2014-11-24,2014,11,November,24,0,Monday,48,4,False,False,False,False
2014-11-25,2014,11,November,25,1,Tuesday,48,4,False,False,False,False
2014-11-26,2014,11,November,26,2,Wednesday,48,4,False,False,False,False
2014-11-27,2014,11,November,27,3,Thursday,48,4,False,False,False,False
2014-11-28,2014,11,November,28,4,Friday,48,4,False,False,False,False
2014-11-29,2014,11,November,29,5,Saturday,48,4,True,False,False,False
2014-11-30,2014,11,November,30,6,Sunday,48,4,True,False,True,True
2014-12-01,2014,12,December,1,0,Monday,49,4,False,True,False,False
2014-12-02,2014,12,December,2,1,Tuesday,49,4,False,False,False,False
2014-12-03,2014,12,December,3,2,Wednesday,49,4,False,False,False,False
2014-12-04,2014,12,December,4,3,Thursday,49,4,False,False,False,False
2014-12-05,2014,12,December,5,4,Friday,49,4,False,False,False,False
2014-12-06,2014,12,December,6,5,Saturday,49,4,True,False,False,False
2014-12-07,2014,12,December,7,6,Sunday,49,4,True,False,False,False
2014-12-08,2014,12,December,8,0,Monday,50,4,False,False,False,False
2014-12-09,2014,12,December,9,1,Tuesday,50,4,False,False,False,False
2014-12-10,2014,12,December,10,2,Wednesday,50,4,False,False,False,False
2014-12-11,2014,12,December,11,3,Thursday,50,4,False,False,False,False
2014-12-12,2014,12,December,12,4,Friday,50,4,False,False,False,False
2014-12-13,2014,12,December,13,5,Saturday,50,4,True,False,False,False
2014-12-14,2014,12,December,14,6,Sunday,50,4,True,False,False,False
2014-12-15,2014,12,December,15,0,Monday,51,4,False,False,False,True
2014-12-16,2014,12,December,16,1,Tuesday,51,4,False,False,False,False
2014-12-17,2014,12,December,17,2,Wednesday,51,4,False,False,False,False
2014-12-18,2014,12,December,18,3,Thursday,51,4,False,False,False,False
2014-12-19,2014,12,December,19,4,Friday,51,4,False,False,False,False
2014-12-20,2014,12,December,20,5,Saturday,51,4,True,False,False,False
2014-12-21,2014,12,December,21,6,Sunday,51,4,True,False,False,False
2014-12-22,2014,12,December,22,0,Monday,52,4,False,False,False,False
2014-12-23,2014,12,December,23,1,Tuesday,52,4,False,False,False,False
2014-12-24,2014,12,December,24,2,Wednesday,52,4,False,False,False,False
2014-12-25,2014,12,December,25,3,Thursday,52,4,False,False,False,False
2014-12-26,2014,12,December,26,4,Friday,52,4,False,False,False,False
2014-12-27,2014,12,December,27,5,Saturday,52,4,True,False,False,False
2014-12-28,2014,12,December,28,6,Sunday,52,4,True,False,False,False
2014-12-29,2014,12,December,29,0,Monday,1,4,False,False,False,False
2014-12-30,2014,12,December,30,1,Tuesday,1,4,False,False,False,False
2014-12-31,2014,12,December,31,2,Wednesday,1,4,False,False,True,True
2015-01-01,2015,1,January,1,3,Thursday,1,1,False,True,False,False
2015-01-02,2015,1,January,2,4,Friday,1,1,False,False,False,False
2015-01-03,2015,1,January,3,5,Saturday,1,1,True,False,False,False
2015-01-04,2015,1,January,4,6,Sunday,1,1,True,False,False,False
2015-01-05,2015,1,January,5,0,Monday,2,1,False,False,False,False
2015-01-06,2015,1,January,6,1,Tuesday,2,1,False,False,False,False
2015-01-07,2015,1,January,7,2,Wednesday,2,1,False,False,False,False
2015-01-08,2015,1,January,8,3,Thursday,2,1,False,False,False,False
2015-01-09,2015,1,January,9,4,Friday,2,1,False,False,False,False
2015-01-10,2015,1,January,10,5,Saturday,2,1,True,False,False,False
2015-01-11,2015,1,January,11,6,Sunday,2,1,True,False,False,False
2015-01-12,2015,1,January,12,0,Monday,3,1,False,False,False,False
2015-01-13,2015,1,January,13,1,Tuesday,3,1,False,False,False,False
2015-01-14,2015,1,January,14,2,Wednesday,3,1,False,False,False,False
2015-01-15,2015,1,January,15,3,Thursday,3,1,False,False,False,True
2015-01-16,2015,1,January,16,4,Friday,3,1,False,False,False,False
2015-01-17,2015,1,January,17,5,Saturday,3,1,True,False,False,False
2015-01-18,2015,1,January,18,6,Sunday,3,1,True,False,False,False
2015-01-19,2015,1,January,19,0,Monday,4,1,False,False,False,False
2015-01-20,2015,1,January,20,1,Tuesday,4,1,False,False,False,False
2015-01-21,2015,1,January,21,2,Wednesday,4,1,False,False,False,False
2015-01-22,2015,1,January,22,3,Thursday,4,1,False,False,False,False
2015-01-23,2015,1,January,23,4,Friday,4,1,False,False,False,False
2015-01-24,2015,1,January,24,5,Saturday,4,1,True,False,False,False
2015-01-25,2015,1,January,25,6,Sunday,4,1,True,False,False,False
2015-01-26,2015,1,January,26,0,Monday,5,1,False,False,False,False
2015-01-27,2015,1,January,27,1,Tuesday,5,1,False,False,False,False
2015-01-28,2015,1,January,28,2,Wednesday,5,1,False,False,False,False
2015-01-29,2015,1,January,29,3,Thursday,5,1,False,False,False,False
2015-01-30,2015,1,January,30,4,Friday,5,1,False,False,False,False
2015-01-31,2015,1,January,31,5,Saturday,5,1,True,False,True,True
2015-02-01,2015,2,February,1,6,Sunday,5,1,True,True,False,False
2015-02-02,2015,2,February,2,0,Monday,6,1,False,False,False,False
2015-02-03,2015,2,February,3,1,Tuesday,6,1,False,False,False,False
2015-02-04,2015,2,February,4,2,Wednesday,6,1,False,False,False,False
2015-02-05,2015,2,February,5,3,Thursday,6,1,False,False,False,False
2015-02-06,2015,2,February,6,4,Friday,6,1,False,False,False,False
2015-02-07,2015,2,February,7,5,Saturday,6,1,True,False,False,False
2015-02-08,2015,2,February,8,6,Sunday,6,1,True,False,False,False
2015-02-09,2015,2,February,9,0,Monday,7,1,False,False,False,False
2015-02-10,2015,2,February,10,1,Tuesday,7,1,False,False,False,False
2015-02-11,2015,2,February,11,2,Wednesday,7,1,False,False,False,False
2015-02-12,2015,2,February,12,3,Thursday,7,1,False,False,False,False
2015-02-13,2015,2,February,13,4,Friday,7,1,False,False,False,False
2015-02-14,2015,2,February,14,5,Saturday,7,1,True,False,False,False
2015-02-15,2015,2,February,15,6,Sunday,7,1,True,False,False,True
2015-02-16,2015,2,February,16,0,Monday,8,1,False,False,False,False
2015-02-17,2015,2,February,17,1,Tuesday,8,1,False,False,False,False
2015-02-18,2015,2,February,18,2,Wednesday,8,1,False,False,False,False
2015-02-19,2015,2,February,19,3,Thursday,8,1,False,False,False,False
2015-02-20,2015,2,February,20,4,Friday,8,1,False,False,False,False
2015-02-21,2015,2,February,21,5,Saturday,8,1,True,False,False,False
2015-02-22,2015,2,February,22,6,Sunday,8,1,True,False,False,False
2015-02-23,2015,2,February,23,0,Monday,9,1,False,False,False,False
2015-02-24,2015,2,February,24,1,Tuesday,9,1,False,False,False,False
2015-02-25,2015,2,February,25,2,Wednesday,9,1,False,False,False,False
2015-02-26,2015,2,February,26,3,Thursday,9,1,False,False,False,False
2015-02-27,2015,2,February,27,4,Friday,9,1,False,False,False,False
2015-02-28,2015,2,February,28,5,Saturday,9,1,True,False,True,True
2015-03-01,2015,3,March,1,6,Sunday,9,1,True,True,False,False
2015-03-02,2015,3,March,2,0,Monday,10,1,False,False,False,False
2015-03-03,2015,3,March,3,1,Tuesday,10,1,False,False,False,False
2015-03-04,2015,3,March,4,2,Wednesday,10,1,False,False,False,False
2015-03-05,2015,3,March,5,3,Thursday,10,1,False,False,False,False
